Node,Distance
67117,976017.0
67118,979360.0
67119,978907.0
67120,973989.0
67121,974771.0
67122,976744.0
67123,984281.0
67124,985652.0
67125,984937.0
67126,986538.0
67127,1186999.0
67128,985317.0
67129,985830.0
67130,984630.0
67131,981410.0
67132,982089.0
67133,983073.0
67134,980920.0
67135,983948.0
67136,987225.0
67137,1181074.0
67138,1181889.0
67139,985664.0
67140,984745.0
67141,980142.0
67142,981920.0
67143,978915.0
67144,980048.0
67145,976858.0
67146,982820.0
67147,982287.0
67148,983645.0
67149,981296.0
67150,983377.0
67151,990725.0
67152,991959.0
67153,992618.0
67154,993219.0
67155,992561.0
67156,991636.0
67157,992477.0
67158,987047.0
67159,987745.0
67160,993650.0
67161,992115.0
67162,990989.0
67163,992056.0
67164,993766.0
67165,990224.0
67166,991718.0
67167,992945.0
67168,993989.0
67169,993986.0
67170,989983.0
67171,987705.0
67172,993230.0
67173,993768.0
67174,989875.0
67175,991004.0
67176,990320.0
67177,993363.0
67178,994104.0
67179,989609.0
67180,994999.0
67181,993888.0
67182,995683.0
67183,993916.0
67184,997236.0
67185,1000802.0
67186,998423.0
67187,1000314.0
67188,999032.0
67189,997747.0
67190,997141.0
67191,998428.0
67192,1000466.0
67193,998151.0
67194,998839.0
67195,995794.0
67196,989198.0
67197,990784.0
67198,989520.0
67199,989862.0
67200,987613.0
67201,988585.0
67202,989709.0
67203,991822.0
67204,991260.0
67205,985000.0
67206,987175.0
67207,986502.0
67208,989391.0
67209,985324.0
67210,986310.0
67211,984396.0
67212,987050.0
67213,989484.0
67214,985863.0
67215,987256.0
67216,982871.0
67217,954672.0
67218,954460.0
67219,992349.0
67220,995013.0
67221,992867.0
67222,994016.0
67223,985484.0
67224,988410.0
67225,991883.0
67226,994480.0
67227,992364.0
67228,993395.0
67229,993523.0
67230,992862.0
67231,1010985.0
67232,1005505.0
67233,1006666.0
67234,1007866.0
67235,1007529.0
67236,1008325.0
67237,1010141.0
67238,1003102.0
67239,1004438.0
67240,1009980.0
67241,1010492.0
67242,1009121.0
67243,1010158.0
67244,1006011.0
67245,1007242.0
67246,1006016.0
67247,1006554.0
67248,1011906.0
67249,1014681.0
67250,1008245.0
67251,1007063.0
67252,1007661.0
67253,1010703.0
67254,1011387.0
67255,1011491.0
67256,1012092.0
67257,1012086.0
67258,1012605.0
67259,1011304.0
67260,1004777.0
67261,1005650.0
67262,1003483.0
67263,1004356.0
67264,1005280.0
67265,1002566.0
67266,1009007.0
67267,1002636.0
67268,1002973.0
67269,1001902.0
67270,1002454.0
67271,1002617.0
67272,1001637.0
67273,1000841.0
67274,1004335.0
67275,1002770.0
67276,1002082.0
67277,1003724.0
67278,1004632.0
67279,1003770.0
67280,1004437.0
67281,1001028.0
67282,999555.0
67283,1001810.0
67284,1003144.0
67285,1002757.0
67286,1003939.0
67287,998655.0
67288,1005337.0
67289,1007625.0
67290,1008249.0
67291,1006379.0
67292,1007272.0
67293,1010826.0
67294,1008749.0
67295,1009546.0
67296,1007061.0
67297,1010163.0
67298,1009443.0
67299,1004488.0
67300,1004940.0
67301,1005607.0
67302,1006389.0
67303,1003527.0
67304,1006093.0
67305,1007843.0
67306,1006979.0
67307,1007983.0
67308,1007719.0
67309,1008176.0
67310,1008376.0
67311,1007931.0
67312,1007667.0
67313,1007334.0
67314,1007171.0
67315,1006566.0
67316,1006216.0
67317,1011584.0
67318,1024975.0
67319,1020305.0
67320,1018902.0
67321,1017616.0
67322,1022316.0
67323,1023094.0
67324,1023862.0
67325,1023503.0
67326,1024458.0
67327,1022725.0
67328,1023069.0
67329,1023921.0
67330,1022617.0
67331,1021117.0
67332,1018960.0
67333,1019537.0
67334,1014558.0
67335,1017470.0
67336,1019062.0
67337,1016782.0
67338,1019772.0
67339,1019004.0
67340,1019893.0
67341,1017188.0
67342,1008038.0
67343,1007602.0
67344,1010086.0
67345,1007264.0
67346,1008274.0
67347,1008832.0
67348,1010867.0
67349,1006313.0
67350,1007011.0
67351,1007702.0
67352,1009050.0
67353,1009383.0
67354,1008731.0
67355,1007971.0
67356,1013402.0
67357,1011200.0
67358,1010735.0
67359,1009389.0
67360,1009513.0
67361,1009965.0
67362,1008714.0
67363,1009055.0
67364,1007484.0
67365,1007062.0
67366,1007507.0
67367,1015826.0
67368,1013805.0
67369,1016107.0
67370,1016885.0
67371,1014819.0
67372,1010675.0
67373,1012199.0
67374,1011691.0
67375,1015347.0
67376,1014662.0
67377,1015440.0
67378,1016428.0
67379,1015660.0
67380,1014975.0
67381,1015853.0
67382,1014582.0
67383,1015706.0
67384,1010984.0
67385,1009897.0
67386,1008289.0
67387,1011347.0
67388,1013902.0
67389,1014680.0
67390,1012247.0
67391,1013029.0
67392,1009182.0
67393,1012331.0
67394,1014048.0
67395,1014830.0
67396,1014290.0
67397,1013187.0
67398,1011927.0
67399,1010766.0
67400,1002623.0
67401,1004454.0
67402,1001244.0
67403,1002022.0
67404,1004369.0
67405,1257743.0
67406,1001264.0
67407,1002604.0
67408,999392.0
67409,995276.0
67410,997455.0
67411,995951.0
67412,996520.0
67413,997086.0
67414,994173.0
67415,995278.0
67416,999466.0
67417,1000753.0
67418,993391.0
67419,995740.0
67420,1000784.0
67421,1002424.0
67422,1005254.0
67423,1004588.0
67424,1004157.0
67425,1003485.0
67426,1004551.0
67427,1004106.0
67428,1003434.0
67429,1004216.0
67430,1258604.0
67431,998952.0
67432,1258460.0
67433,996929.0
67434,1004875.0
67435,1001310.0
67436,1002215.0
67437,1002661.0
67438,1004434.0
67439,1005725.0
67440,1000502.0
67441,1001961.0
67442,1001708.0
67443,1000815.0
67444,1000483.0
67445,994431.0
67446,991732.0
67447,995028.0
67448,992788.0
67449,991560.0
67450,990041.0
67451,995472.0
67452,992774.0
67453,991243.0
67454,989090.0
67455,991869.0
67456,993495.0
67457,988506.0
67458,992066.0
67459,998005.0
67460,1257497.0
67461,999439.0
67462,1262329.0
67463,1263221.0
67464,1263026.0
67465,1262890.0
67466,1261156.0
67467,998833.0
67468,999340.0
67469,1261911.0
67470,1000252.0
67471,999471.0
67472,1261707.0
67473,998941.0
67474,1000040.0
67475,998073.0
67476,998635.0
67477,999080.0
67478,997298.0
67479,995540.0
67480,998485.0
67481,997421.0
67482,998203.0
67483,995038.0
67484,991229.0
67485,992651.0
67486,984438.0
67487,983588.0
67488,1000999.0
67489,994763.0
67490,995055.0
67491,996390.0
67492,993560.0
67493,994371.0
67494,1007370.0
67495,1006948.0
67496,1004998.0
67497,1009267.0
67498,1010045.0
67499,1010364.0
67500,1009949.0
67501,1008287.0
67502,1011036.0
67503,1010955.0
67504,1010669.0
67505,1008878.0
67506,1001258.0
67507,1000228.0
67508,1000953.0
67509,1009897.0
67510,1005653.0
67511,1005715.0
67512,1005462.0
67513,1014816.0
67514,1011477.0
67515,1013091.0
67516,1013763.0
67517,1014121.0
67518,1005187.0
67519,1004801.0
67520,1004031.0
67521,1003222.0
67522,1004033.0
67523,1005693.0
67524,1004785.0
67525,1007469.0
67526,1008385.0
67527,1000928.0
67528,1001960.0
67529,999859.0
67530,1000924.0
67531,999653.0
67532,1001393.0
67533,999869.0
67534,998949.0
67535,998536.0
67536,999091.0
67537,1000026.0
67538,998068.0
67539,998674.0
67540,999050.0
67541,997389.0
67542,999867.0
67543,997389.0
67544,997033.0
67545,996514.0
67546,998141.0
67547,999063.0
67548,998137.0
67549,997953.0
67550,998700.0
67551,999584.0
67552,1000627.0
67553,996645.0
67554,997042.0
67555,995827.0
67556,996003.0
67557,995822.0
67558,995840.0
67559,995484.0
67560,996574.0
67561,999476.0
67562,997385.0
67563,995011.0
67564,994062.0
67565,994899.0
67566,998870.0
67567,1000018.0
67568,1000331.0
67569,1008113.0
67570,1008811.0
67571,1001163.0
67572,1004464.0
67573,994346.0
67574,994552.0
67575,972303.0
67576,974188.0
67577,974957.0
67578,974917.0
67579,993121.0
67580,993023.0
67581,973359.0
67582,975811.0
67583,974920.0
67584,974142.0
67585,973177.0
67586,975704.0
67587,975081.0
67588,973141.0
67589,974155.0
67590,973331.0
67591,971222.0
67592,972127.0
67593,970218.0
67594,971016.0
67595,971803.0
67596,970542.0
67597,970186.0
67598,970692.0
67599,968376.0
67600,960632.0
67601,961386.0
67602,961652.0
67603,959788.0
67604,967466.0
67605,967580.0
67606,963544.0
67607,959796.0
67608,961158.0
67609,963913.0
67610,963823.0
67611,958876.0
67612,959438.0
67613,966883.0
67614,965786.0
67615,965004.0
67616,955738.0
67617,954853.0
67618,955391.0
67619,954552.0
67620,965863.0
67621,967755.0
67622,968087.0
67623,953784.0
67624,955006.0
67625,954662.0
67626,954189.0
67627,953020.0
67628,955437.0
67629,952231.0
67630,955023.0
67631,955967.0
67632,954470.0
67633,954124.0
67634,955032.0
67635,954733.0
67636,955208.0
67637,953626.0
67638,954049.0
67639,955809.0
67640,956605.0
67641,957529.0
67642,957178.0
67643,951556.0
67644,953599.0
67645,953873.0
67646,950621.0
67647,951514.0
67648,949686.0
67649,952050.0
67650,952517.0
67651,959456.0
67652,948525.0
67653,951045.0
67654,945881.0
67655,947883.0
67656,944611.0
67657,946530.0
67658,951692.0
67659,947531.0
67660,947777.0
67661,949233.0
67662,946512.0
67663,1259554.0
67664,959186.0
67665,1253788.0
67666,1256924.0
67667,1259180.0
67668,951748.0
67669,1259137.0
67670,952444.0
67671,950823.0
67672,952700.0
67673,952052.0
67674,950520.0
67675,951149.0
67676,947746.0
67677,948168.0
67678,949166.0
67679,1256550.0
67680,946058.0
67681,944093.0
67682,947512.0
67683,949634.0
67684,1284563.0
67685,949105.0
67686,1290630.0
67687,1289211.0
67688,1289992.0
67689,949011.0
67690,949560.0
67691,947171.0
67692,947199.0
67693,947869.0
67694,943635.0
67695,944804.0
67696,942947.0
67697,942511.0
67698,944063.0
67699,944655.0
67700,945544.0
67701,945529.0
67702,944437.0
67703,944990.0
67704,943520.0
67705,944741.0
67706,945187.0
67707,945969.0
67708,945276.0
67709,942842.0
67710,944665.0
67711,945160.0
67712,945463.0
67713,1286418.0
67714,939862.0
67715,940800.0
67716,942616.0
67717,943288.0
67718,1264798.0
67719,1265367.0
67720,942308.0
67721,941461.0
67722,941630.0
67723,939687.0
67724,940312.0
67725,940359.0
67726,942492.0
67727,1254804.0
67728,1255672.0
67729,942040.0
67730,942964.0
67731,943677.0
67732,937826.0
67733,936601.0
67734,972499.0
67735,1268485.0
67736,972858.0
67737,971637.0
67738,972429.0
67739,971864.0
67740,1253189.0
67741,1252283.0
67742,973230.0
67743,974680.0
67744,976162.0
67745,971875.0
67746,972981.0
67747,971589.0
67748,970689.0
67749,971321.0
67750,971803.0
67751,968580.0
67752,973443.0
67753,973419.0
67754,970612.0
67755,972244.0
67756,977248.0
67757,976375.0
67758,977783.0
67759,974597.0
67760,974934.0
67761,977986.0
67762,980353.0
67763,981760.0
67764,979187.0
67765,979801.0
67766,978834.0
67767,978475.0
67768,981264.0
67769,981685.0
67770,979221.0
67771,976457.0
67772,971394.0
67773,972408.0
67774,973842.0
67775,975490.0
67776,976052.0
67777,974708.0
67778,974301.0
67779,974985.0
67780,979875.0
67781,979639.0
67782,975895.0
67783,976749.0
67784,977016.0
67785,979671.0
67786,980410.0
67787,974370.0
67788,975935.0
67789,977921.0
67790,978361.0
67791,979028.0
67792,969440.0
67793,970002.0
67794,970224.0
67795,970754.0
67796,969308.0
67797,968304.0
67798,965209.0
67799,966364.0
67800,969247.0
67801,969931.0
67802,969722.0
67803,970199.0
67804,970167.0
67805,972320.0
67806,966769.0
67807,970659.0
67808,966566.0
67809,965834.0
67810,966267.0
67811,964876.0
67812,965552.0
67813,964457.0
67814,965412.0
67815,969151.0
67816,964021.0
67817,967293.0
67818,973519.0
67819,974412.0
67820,974630.0
67821,973852.0
67822,974194.0
67823,975481.0
67824,971033.0
67825,971366.0
67826,972148.0
67827,971252.0
67828,970998.0
67829,976713.0
67830,977602.0
67831,972749.0
67832,973082.0
67833,973638.0
67834,974434.0
67835,974361.0
67836,975323.0
67837,976101.0
67838,968777.0
67839,966421.0
67840,975124.0
67841,975819.0
67842,976794.0
67843,976293.0
67844,971761.0
67845,971401.0
67846,972536.0
67847,973518.0
67848,973122.0
67849,979254.0
67850,979124.0
67851,979004.0
67852,979392.0
67853,978774.0
67854,978133.0
67855,977363.0
67856,980161.0
67857,981497.0
67858,982858.0
67859,982015.0
67860,979798.0
67861,980465.0
67862,980354.0
67863,981073.0
67864,978705.0
67865,981839.0
67866,979381.0
67867,982395.0
67868,986598.0
67869,987273.0
67870,1272194.0
67871,1273200.0
67872,987116.0
67873,990812.0
67874,990474.0
67875,991722.0
67876,994488.0
67877,987930.0
67878,988614.0
67879,983288.0
67880,980942.0
67881,983844.0
67882,987636.0
67883,984733.0
67884,982387.0
67885,985356.0
67886,983276.0
67887,987086.0
67888,985861.0
67889,983860.0
67890,976227.0
67891,978026.0
67892,976789.0
67893,978047.0
67894,976990.0
67895,977070.0
67896,975451.0
67897,960759.0
67898,962804.0
67899,975215.0
67900,980053.0
67901,975997.0
67902,976676.0
67903,977343.0
67904,978121.0
67905,979010.0
67906,974779.0
67907,973007.0
67908,972754.0
67909,973643.0
67910,971570.0
67911,972683.0
67912,974310.0
67913,973998.0
67914,979368.0
67915,979640.0
67916,1270493.0
67917,1269938.0
67918,1270522.0
67919,1269293.0
67920,1269770.0
67921,974532.0
67922,975331.0
67923,973601.0
67924,972246.0
67925,981609.0
67926,983832.0
67927,984499.0
67928,979792.0
67929,985966.0
67930,985277.0
67931,985092.0
67932,983023.0
67933,983819.0
67934,984486.0
67935,984632.0
67936,983310.0
67937,983788.0
67938,982788.0
67939,980570.0
67940,981463.0
67941,982025.0
67942,982587.0
67943,982785.0
67944,1270946.0
67945,1271508.0
67946,1270099.0
67947,1271075.0
67948,974831.0
67949,973139.0
67950,1271915.0
67951,1272459.0
67952,1271548.0
67953,978403.0
67954,977621.0
67955,978082.0
67956,979109.0
67957,979442.0
67958,981111.0
67959,981382.0
67960,980586.0
67961,976310.0
67962,963115.0
67963,962609.0
67964,965833.0
67965,962254.0
67966,1272823.0
67967,1273519.0
67968,961319.0
67969,964127.0
67970,964909.0
67971,960468.0
67972,1270752.0
67973,1274109.0
67974,965263.0
67975,1271880.0
67976,964802.0
67977,966798.0
67978,967216.0
67979,958431.0
67980,958556.0
67981,959396.0
67982,960652.0
67983,1272213.0
67984,962511.0
67985,963104.0
67986,959875.0
67987,960543.0
67988,961782.0
67989,962191.0
67990,968761.0
67991,971054.0
67992,967363.0
67993,971692.0
67994,972421.0
67995,974347.0
67996,968974.0
67997,970163.0
67998,970764.0
67999,971653.0
68000,971724.0
68001,968363.0
68002,963257.0
68003,966050.0
68004,971109.0
68005,970710.0
68006,966887.0
68007,969660.0
68008,969092.0
68009,955258.0
68010,957299.0
68011,963467.0
68012,962697.0
68013,957480.0
68014,959092.0
68015,956616.0
68016,957375.0
68017,958215.0
68018,953973.0
68019,953129.0
68020,960018.0
68021,953430.0
68022,954148.0
68023,953796.0
68024,954888.0
68025,955210.0
68026,955777.0
68027,955580.0
68028,957039.0
68029,958288.0
68030,958207.0
68031,958633.0
68032,961086.0
68033,957675.0
68034,954275.0
68035,960568.0
68036,961662.0
68037,960144.0
68038,961834.0
68039,960371.0
68040,961453.0
68041,960225.0
68042,973016.0
68043,964887.0
68044,963828.0
68045,964847.0
68046,965312.0
68047,969194.0
68048,971009.0
68049,971680.0
68050,970939.0
68051,971464.0
68052,972686.0
68053,972477.0
68054,965919.0
68055,968819.0
68056,969805.0
68057,971027.0
68058,971932.0
68059,968010.0
68060,969834.0
68061,968776.0
68062,966162.0
68063,973695.0
68064,975636.0
68065,974588.0
68066,976951.0
68067,975255.0
68068,976041.0
68069,975399.0
68070,975622.0
68071,976641.0
68072,974950.0
68073,976904.0
68074,974364.0
68075,976402.0
68076,974316.0
68077,976369.0
68078,974727.0
68079,973931.0
68080,973327.0
68081,973381.0
68082,973869.0
68083,972604.0
68084,973386.0
68085,974291.0
68086,974269.0
68087,973688.0
68088,973021.0
68089,972239.0
68090,971551.0
68091,971214.0
68092,971762.0
68093,972265.0
68094,969223.0
68095,970123.0
68096,969648.0
68097,964384.0
68098,963287.0
68099,965340.0
68100,962769.0
68101,964411.0
68102,961834.0
68103,962713.0
68104,970393.0
68105,969428.0
68106,968381.0
68107,968398.0
68108,968730.0
68109,966511.0
68110,967273.0
68111,951000.0
68112,949754.0
68113,968808.0
68114,969381.0
68115,966951.0
68116,966525.0
68117,969853.0
68118,967839.0
68119,967349.0
68120,970175.0
68121,970627.0
68122,968398.0
68123,964616.0
68124,964997.0
68125,966136.0
68126,965462.0
68127,964859.0
68128,967289.0
68129,967741.0
68130,966431.0
68131,967143.0
68132,965394.0
68133,965633.0
68134,965813.0
68135,964175.0
68136,964790.0
68137,963508.0
68138,967113.0
68139,965883.0
68140,987867.0
68141,987902.0
68142,962820.0
68143,963093.0
68144,964042.0
68145,965185.0
68146,993519.0
68147,985820.0
68148,985038.0
68149,982505.0
68150,984927.0
68151,984167.0
68152,985842.0
68153,983398.0
68154,981775.0
68155,989724.0
68156,990652.0
68157,991634.0
68158,988713.0
68159,993065.0
68160,992549.0
68161,990624.0
68162,989340.0
68163,993616.0
68164,991265.0
68165,987429.0
68166,992509.0
68167,991170.0
68168,990709.0
68169,988774.0
68170,988127.0
68171,986084.0
68172,986998.0
68173,990052.0
68174,982207.0
68175,980924.0
68176,981732.0
68177,980924.0
68178,980156.0
68179,983184.0
68180,982065.0
68181,982865.0
68182,979374.0
68183,980710.0
68184,979693.0
68185,979106.0
68186,975944.0
68187,976450.0
68188,976080.0
68189,976502.0
68190,977345.0
68191,978250.0
68192,982054.0
68193,982061.0
68194,982166.0
68195,980923.0
68196,978503.0
68197,982279.0
68198,982977.0
68199,983694.0
68200,985002.0
68201,986873.0
68202,984193.0
68203,989041.0
68204,986189.0
68205,982754.0
68206,980049.0
68207,981488.0
68208,982340.0
68209,982713.0
68210,979628.0
68211,979351.0
68212,982683.0
68213,982551.0
68214,982955.0
68215,983497.0
68216,983568.0
68217,990746.0
68218,991687.0
68219,993253.0
68220,994128.0
68221,999622.0
68222,998119.0
68223,990543.0
68224,988232.0
68225,991785.0
68226,993830.0
68227,995262.0
68228,997257.0
68229,996458.0
68230,999695.0
68231,997596.0
68232,998552.0
68233,998814.0
68234,998842.0
68235,1272546.0
68236,1007653.0
68237,1003321.0
68238,999260.0
68239,1005048.0
68240,1004615.0
68241,998362.0
68242,1272937.0
68243,1273955.0
68244,1274863.0
68245,1276511.0
68246,1275265.0
68247,1276191.0
68248,1274507.0
68249,1277024.0
68250,1275746.0
68251,999810.0
68252,1002256.0
68253,1000341.0
68254,1277800.0
68255,1278711.0
68256,1279022.0
68257,1278649.0
68258,1279847.0
68259,999963.0
68260,997181.0
68261,975839.0
68262,976876.0
68263,976390.0
68264,973891.0
68265,973944.0
68266,974352.0
68267,974863.0
68268,978129.0
68269,976551.0
68270,976691.0
68271,977157.0
68272,977170.0
68273,975945.0
68274,972272.0
68275,972325.0
68276,976278.0
68277,974111.0
68278,972829.0
68279,972069.0
68280,970799.0
68281,970577.0
68282,968773.0
68283,970663.0
68284,971138.0
68285,968942.0
68286,971512.0
68287,972680.0
68288,973101.0
68289,970242.0
68290,975597.0
68291,974312.0
68292,974850.0
68293,975456.0
68294,973541.0
68295,974790.0
68296,974371.0
68297,972264.0
68298,1277782.0
68299,976872.0
68300,975703.0
68301,978794.0
68302,974892.0
68303,977316.0
68304,977763.0
68305,978220.0
68306,979852.0
68307,985180.0
68308,985800.0
68309,988526.0
68310,977512.0
68311,983352.0
68312,979612.0
68313,969963.0
68314,970926.0
68315,969738.0
68316,969677.0
68317,968062.0
68318,970954.0
68319,972041.0
68320,970401.0
68321,973863.0
68322,974692.0
68323,975488.0
68324,975403.0
68325,972515.0
68326,976199.0
68327,971867.0
68328,969493.0
68329,971536.0
68330,974868.0
68331,976308.0
68332,966120.0
68333,968651.0
68334,971265.0
68335,969379.0
68336,971631.0
68337,969970.0
68338,971608.0
68339,970942.0
68340,971986.0
68341,968565.0
68342,970696.0
68343,973765.0
68344,969845.0
68345,973067.0
68346,967692.0
68347,966848.0
68348,981173.0
68349,981499.0
68350,981984.0
68351,982771.0
68352,982251.0
68353,1209948.0
68354,972471.0
68355,973926.0
68356,971994.0
68357,994224.0
68358,994736.0
68359,994766.0
68360,1197118.0
68361,993643.0
68362,994314.0
68363,994674.0
68364,995119.0
68365,995179.0
68366,994435.0
68367,992825.0
68368,993812.0
68369,992078.0
68370,993115.0
68371,991150.0
68372,993910.0
68373,990452.0
68374,1199828.0
68375,994247.0
68376,993196.0
68377,993749.0
68378,992498.0
68379,993509.0
68380,991800.0
68381,993215.0
68382,990963.0
68383,994167.0
68384,993454.0
68385,993035.0
68386,994076.0
68387,993152.0
68388,992439.0
68389,994576.0
68390,991692.0
68391,989846.0
68392,990881.0
68393,989094.0
68394,988257.0
68395,987420.0
68396,986397.0
68397,990265.0
68398,987913.0
68399,986923.0
68400,1019743.0
68401,1018637.0
68402,981326.0
68403,981717.0
68404,980491.0
68405,981335.0
68406,977241.0
68407,994721.0
68408,992432.0
68409,991621.0
68410,994071.0
68411,994408.0
68412,990092.0
68413,991862.0
68414,989400.0
68415,992985.0
68416,991166.0
68417,989442.0
68418,990000.0
68419,985993.0
68420,989148.0
68421,985382.0
68422,990189.0
68423,988280.0
68424,984642.0
68425,984223.0
68426,992166.0
68427,981498.0
68428,981916.0
68429,980457.0
68430,982206.0
68431,981911.0
68432,983447.0
68433,979582.0
68434,952009.0
68435,952614.0
68436,951334.0
68437,953674.0
68438,951061.0
68439,951648.0
68440,953551.0
68441,951433.0
68442,950686.0
68443,949889.0
68444,953041.0
68445,952274.0
68446,956831.0
68447,956062.0
68448,959653.0
68449,959030.0
68450,955427.0
68451,954711.0
68452,954891.0
68453,948958.0
68454,948183.0
68455,948367.0
68456,951515.0
68457,950924.0
68458,947600.0
68459,1056877.0
68460,1058873.0
68461,1057503.0
68462,953960.0
68463,955797.0
68464,954496.0
68465,965045.0
68466,965896.0
68467,965400.0
68468,963820.0
68469,1195180.0
68470,965836.0
68471,957508.0
68472,957170.0
68473,957363.0
68474,964839.0
68475,962680.0
68476,957881.0
68477,956490.0
68478,959570.0
68479,956073.0
68480,1196698.0
68481,954869.0
68482,955387.0
68483,953765.0
68484,954376.0
68485,954018.0
68486,954433.0
68487,952187.0
68488,959926.0
68489,958739.0
68490,956515.0
68491,953330.0
68492,944796.0
68493,943105.0
68494,953856.0
68495,953481.0
68496,954155.0
68497,951252.0
68498,951308.0
68499,952402.0
68500,960730.0
68501,950396.0
68502,949796.0
68503,951451.0
68504,952269.0
68505,950752.0
68506,951909.0
68507,952471.0
68508,950307.0
68509,951337.0
68510,949525.0
68511,948963.0
68512,950284.0
68513,948511.0
68514,947071.0
68515,950308.0
68516,949294.0
68517,948099.0
68518,947321.0
68519,946649.0
68520,960879.0
68521,961356.0
68522,961839.0
68523,958456.0
68524,960020.0
68525,957275.0
68526,962953.0
68527,960913.0
68528,961926.0
68529,962274.0
68530,963321.0
68531,958632.0
68532,955747.0
68533,958447.0
68534,954224.0
68535,962012.0
68536,959732.0
68537,964348.0
68538,963912.0
68539,965692.0
68540,962487.0
68541,962477.0
68542,972169.0
68543,972614.0
68544,972770.0
68545,971589.0
68546,960303.0
68547,1196502.0
68548,973454.0
68549,974328.0
68550,959884.0
68551,957868.0
68552,1146974.0
68553,954228.0
68554,955943.0
68555,953613.0
68556,953890.0
68557,1210702.0
68558,1211167.0
68559,956927.0
68560,1147461.0
68561,1148094.0
68562,950698.0
68563,951011.0
68564,983804.0
68565,1164454.0
68566,1163718.0
68567,951311.0
68568,951986.0
68569,951809.0
68570,954502.0
68571,953491.0
68572,955104.0
68573,959299.0
68574,958343.0
68575,1164637.0
68576,959811.0
68577,958664.0
68578,959138.0
68579,957986.0
68580,959347.0
68581,957111.0
68582,958595.0
68583,956702.0
68584,955230.0
68585,954330.0
68586,955319.0
68587,956413.0
68588,955602.0
68589,956510.0
68590,957068.0
68591,957781.0
68592,959176.0
68593,954728.0
68594,955619.0
68595,955634.0
68596,956247.0
68597,958618.0
68598,942616.0
68599,941308.0
68600,941747.0
68601,940569.0
68602,942081.0
68603,942393.0
68604,941321.0
68605,940639.0
68606,942389.0
68607,945180.0
68608,941177.0
68609,939274.0
68610,939635.0
68611,952035.0
68612,952933.0
68613,946121.0
68614,947517.0
68615,944846.0
68616,1169653.0
68617,1169659.0
68618,943537.0
68619,944225.0
68620,1166911.0
68621,949129.0
68622,943264.0
68623,944072.0
68624,944861.0
68625,941761.0
68626,942508.0
68627,941325.0
68628,943287.0
68629,938803.0
68630,939005.0
68631,1168019.0
68632,942121.0
68633,939812.0
68634,939639.0
68635,940376.0
68636,938104.0
68637,938073.0
68638,1167674.0
68639,937535.0
68640,937931.0
68641,936198.0
68642,937612.0
68643,936869.0
68644,955299.0
68645,953737.0
68646,954928.0
68647,952265.0
68648,951962.0
68649,952460.0
68650,953437.0
68651,953295.0
68652,951021.0
68653,953114.0
68654,952416.0
68655,950509.0
68656,952432.0
68657,950230.0
68658,951595.0
68659,949794.0
68660,954176.0
68661,956525.0
68662,956380.0
68663,952848.0
68664,954595.0
68665,945020.0
68666,945154.0
68667,944260.0
68668,945945.0
68669,948247.0
68670,947569.0
68671,947133.0
68672,953295.0
68673,951874.0
68674,952506.0
68675,951557.0
68676,952587.0
68677,950666.0
68678,953339.0
68679,954623.0
68680,955178.0
68681,953743.0
68682,955746.0
68683,957121.0
68684,958098.0
68685,957090.0
68686,957500.0
68687,954577.0
68688,955667.0
68689,948986.0
68690,949927.0
68691,950818.0
68692,951709.0
68693,950268.0
68694,955108.0
68695,948222.0
68696,949515.0
68697,953403.0
68698,954903.0
68699,952567.0
68700,953042.0
68701,952382.0
68702,954411.0
68703,955248.0
68704,951922.0
68705,953086.0
68706,952029.0
68707,951326.0
68708,950963.0
68709,950402.0
68710,952333.0
68711,946674.0
68712,948249.0
68713,946162.0
68714,943241.0
68715,941036.0
68716,942437.0
68717,945036.0
68718,946422.0
68719,945485.0
68720,946177.0
68721,944129.0
68722,943300.0
68723,939239.0
68724,938559.0
68725,938145.0
68726,941371.0
68727,939426.0
68728,942562.0
68729,940292.0
68730,941823.0
68731,942747.0
68732,944252.0
68733,943697.0
68734,943488.0
68735,944650.0
68736,945736.0
68737,943106.0
68738,942769.0
68739,943326.0
68740,941663.0
68741,942779.0
68742,945940.0
68743,943568.0
68744,947374.0
68745,949040.0
68746,946750.0
68747,947417.0
68748,948264.0
68749,949949.0
68750,949060.0
68751,950949.0
68752,950715.0
68753,945518.0
68754,947077.0
68755,942625.0
68756,944630.0
68757,946539.0
68758,943643.0
68759,948938.0
68760,947553.0
68761,945457.0
68762,944794.0
68763,972307.0
68764,973174.0
68765,970026.0
68766,970277.0
68767,969248.0
68768,973755.0
68769,973977.0
68770,1159895.0
68771,1159291.0
68772,1160318.0
68773,1160145.0
68774,1162059.0
68775,1160497.0
68776,965992.0
68777,963718.0
68778,966511.0
68779,968658.0
68780,966382.0
68781,966801.0
68782,967396.0
68783,968918.0
68784,1163395.0
68785,964069.0
68786,962838.0
68787,963422.0
68788,960551.0
68789,960839.0
68790,964862.0
68791,969709.0
68792,968579.0
68793,965978.0
68794,972740.0
68795,970401.0
68796,973252.0
68797,974649.0
68798,975313.0
68799,973638.0
68800,974336.0
68801,973359.0
68802,975075.0
68803,975966.0
68804,971261.0
68805,971987.0
68806,972607.0
68807,969283.0
68808,970094.0
68809,972944.0
68810,971176.0
68811,970365.0
68812,971513.0
68813,972733.0
68814,960028.0
68815,961966.0
68816,961075.0
68817,960238.0
68818,961664.0
68819,960827.0
68820,962878.0
68821,963635.0
